plat_id,ingredient_id,quantite,unite
69,175,0.5,cuillère à café
69,14,,
69,31,1.5,tasses
69,57,3,
69,99,0.75,tasse
69,294,2,bocaux
69,231,1,tasse
69,295,0.25,tasse
70,144,,cuisson
70,93,1,grand
70,296,1,tranche
70,297,2,restes
70,6,1,tranche
70,105,2,cuillères à soupe
71,298,1.5,Ghirardelli
71,97,0.25,tasse
71,144,,cuisson
71,34,1,bâton
71,57,3,
71,275,3,œuf
71,31,0.33333334326744,tasse
71,30,0.5,cuillère à café
71,299,0.25,tasse
71,300,,frais
71,301,,fouetté
72,302,2,
72,15,0.5,tasse
72,196,5.5,tasses
72,70,1.25,tasses
72,57,2,
72,31,0.25,tasse
72,52,0.25,tasse
72,32,2,cuillères à café
72,14,2,cuillères à café
72,52,2,cuillères à soupe
72,12,2,cuillères à café
72,52,0.5,tasse
72,10,0.5,tasse
72,148,0.66666668653488,tasse
72,177,0.33333334326744,tasse
73,303,4,frais
73,47,2,
73,304,2,tranches
73,276,8,tranches
73,305,,
73,306,1,tasse
73,307,1,tasse
74,308,2,
74,309,2,tasses
74,310,1,
74,58,1,tasse
74,31,0.25,tasse
74,311,3,cuillères à soupe
74,30,4,cuillères à café
74,52,6,cuillères à soupe
74,14,1,cuillère à café
74,148,1,livre
75,52,1,cuillerée à soupe
75,312,1,
75,10,0.25,tasse
75,12,1,tiret
75,15,1,cuillerée à soupe
75,3,1,cuillerée à soupe
75,31,1,cuillerée à soupe
75,12,0.25,cuillère à café
75,313,5,lumpia
75,314,,légume
76,117,1.5,cuillères à café
76,33,0.5,cuillère à café
76,100,3,clous de girofle
76,210,3,cuillères à soupe
76,315,3,cuillères à soupe
76,316,1,cuillerée à soupe
76,317,1,cuillerée à soupe
76,134,4,cuillères à soupe
76,318,2,livres
76,319,,
76,134,1,cuillerée à soupe
76,154,0.5,
76,158,0.5,cuillère à café
76,112,1,pincer
76,5,,sel
76,154,1,
77,320,9,onces
77,52,2,cuillères à soupe
77,49,0.5,tasse
77,321,3,cuillères à soupe
77,58,0.5,tasse
77,322,1,grand
77,323,0.5,tasse
77,143,,sol
78,52,2,cuillères à soupe
78,10,0.25,tasse
78,12,0.5,cuillère à café
78,14,0.25,cuillère à café
78,23,1,pincer
78,15,1.5,tasses
78,324,0.75,tasse
78,4,2,tasses
78,10,0.125,tasse
78,93,1,
78,52,1,cuillerée à soupe
78,30,0.5,cuillère à café
79,144,,cuisson
79,325,2.5,tasses
79,326,1,
79,126,1,livre
79,19,1,cuillère à café
79,18,0.5,cuillère à café
79,80,1,pincer
79,327,1,
79,59,1,carton
79,49,0.5,tasse
79,42,0.25,tasse
79,4,0.25,tasse
79,328,8,tranches
79,329,1,
80,3,1.5,tasses
80,32,2,cuillères à café
80,14,0.5,cuillère à café
80,31,1,tasse
80,52,0.5,tasse
80,57,2,grand
80,30,1,cuillère à café
80,4,0.75,tasse
81,330,1,désossé
81,134,2,cuillères à soupe
81,100,6,clous de girofle
81,14,3,cuillères à café
81,22,3,cuillères à café
81,51,1,cuillère à café
81,36,1,cuillère à café
82,331,1,porc
82,5,,sel
82,134,3,cuillères à soupe
82,332,1,
82,107,1,tasse
82,10,0.5,tasse
82,333,0.25,tasse
82,111,2,cuillères à café
82,236,2,cuillères à café
82,104,0.5,cuillère à café
83,16,0.5,tasse
83,2,0.33333334326744,tasse
83,31,0.66666668653488,tasse
83,10,0.5,tasse
83,93,2,grand
83,30,0.5,cuillère à café
83,3,1,tasse
83,32,1,cuillère à café
83,14,0.25,cuillère à café
84,276,0.5,livre
84,42,0.5,
84,100,2,clous de girofle
84,334,2,quarts
84,112,0.25,cuillère à café
84,5,,sel
84,335,0.5,moyen
84,336,1,
85,337,4,petit
85,101,3,Rome
85,128,1,grand
85,216,1,jalapeño
85,154,0.5,
85,334,1,tasse
85,338,0.25,tasse
85,339,1,rouge
85,339,1,jaune
85,94,1,
85,340,1,cuillère à café
85,141,1,cuillère à café
85,237,0.25,cuillère à café
85,15,2,cuillères à soupe
85,338,3,cuillères à soupe
85,341,3,grand
85,100,4,clous de girofle
85,15,3.5,tasses
85,342,2,cuillères à soupe
85,34,0.25,tasse
85,343,0.5,cuillère à café
85,134,2,cuillères à soupe
85,344,4,bœuf
85,72,1,
86,144,,cuisson
86,345,1,
86,346,10,cuillères à soupe
86,347,10,tranches
86,348,10,cuillères à soupe
87,3,2,tasses
87,31,2,tasses
87,13,0.75,tasse
87,186,2,cuillères à café
87,32,1,cuillère à café
87,14,0.5,cuillère à café
87,57,2,
87,349,1,tasse
87,4,1,tasse
87,99,0.5,tasse
87,30,2,cuillères à café
87,350,1,pot
87,351,2,tasses
87,52,0.5,tasse
87,69,4,tasses
87,14,0.5,cuillère à café
87,30,2,cuillères à soupe
87,4,4,cuillères à soupe
88,300,1,pinte
88,31,0.25,tasse
88,122,2,cuillères à soupe
88,53,2,cuillères à soupe
88,15,1,tasse
89,145,2,poblano
89,145,2,Anaheim
89,280,1,frais
89,352,2,livres
89,353,3,grand
89,281,1,grand
89,52,1,cuillerée à soupe
89,123,2,cuillères à café
89,58,0.25,tasse
90,57,2,grand
90,354,2,cuillères à soupe
90,355,1,cuillerée à soupe
90,101,3,cerise
90,159,1,cuillerée à soupe
90,68,2,cuillères à café
90,356,1,cuillère à café
90,19,1,pincer
90,80,,mer
90,357,0.25,tasse
90,358,2,tranches
91,359,2,côte de bœuf
91,117,2,cuillères à soupe
91,22,2,cuillères à soupe
91,360,4,cuillères à soupe
91,34,2,cuillères à soupe
91,100,3,clous de girofle
91,36,2,brins
91,361,1,pincer
92,362,1,
92,363,1,tasse
92,364,1.5,
92,47,6,
93,264,2,
93,42,1,petit
93,365,3,cuillères à soupe
93,10,2,cuillères à soupe
93,107,2,cuillères à soupe
93,270,2,cuillères à café
93,276,4,tranches
94,366,8,onces
94,52,0.5,tasse
94,3,1.25,tasses
94,14,0.75,cuillère à café
94,57,2,grand
94,31,0.33333334326744,tasse
94,30,1,cuillerée à soupe
94,367,1,tasse
95,15,0.66666668653488,tasse
95,368,0.33333334326744,tasse
95,369,1,tasse
95,370,0.5,tasse
95,371,0.25,tasse
95,27,2,cuillères à soupe
95,372,0.5,cuillère à café
95,64,,sel
95,373,2,tasses
96,126,1,livre
96,42,1,
96,64,,sel
96,374,0.5,
96,65,1,
96,4,0.5,tasse
96,6,1.5,tasses
97,375,16,onces
97,376,0.5,tasse
97,44,1,tasse
97,42,1,tasse
97,35,1,cuillerée à soupe
97,21,1,cuillère à café
97,51,1,cuillère à café
97,19,0.75,cuillère à café
97,14,0.75,cuillère à café
97,22,0.5,cuillère à café
97,36,0.25,cuillère à café
97,20,0.25,cuillère à café
97,102,2,tasses
97,377,,aluminium
98,3,0.75,tasse
98,378,1,
98,32,1,cuillère à café
98,14,0.5,cuillère à café
98,4,0.5,tasse
98,52,3,cuillères à soupe
98,93,1,grand
98,379,1,
98,31,1,cuillerée à soupe
98,12,1,cuillère à café
98,77,1,
98,31,0.5,tasse
99,34,0.25,tasse
99,148,0.25,tasse
99,380,0.5,tasse
99,97,0.5,tasse
99,129,2,cuillères à soupe
99,105,1,cuillerée à soupe
99,195,,sel
99,381,,fraîchement
100,180,1,
100,136,3,bébé
100,382,0.33333334326744,tasse
100,383,0.25,tasse
100,100,1,cuillerée à soupe
100,384,3,cuillères à soupe
100,53,1,cuillerée à soupe
100,15,1,cuillerée à soupe
100,385,1,cuillère à café
100,123,1,cuillère à café
100,386,1,cuillère à café
100,14,0.25,cuillère à café
100,22,0.25,cuillère à café
100,387,2,tranches
100,388,0.75,tasse
101,52,2,cuillères à soupe
101,236,1,cuillerée à soupe
101,389,0.25,cuillère à café
101,14,0.25,cuillère à café
101,19,0.25,cuillère à café
101,168,2,tasses
101,385,1,cuillerée à soupe
102,390,2,tasses
102,166,0.5,tasse
102,280,1,frais
102,134,2,cuillères à soupe
102,123,0.5,cuillère à café
102,112,1,pincer
102,22,1,pincer
102,391,2,tasses
102,392,1,bouquet
102,393,1,tasse
102,394,2,cuillères à soupe
102,5,,sel
103,52,1,cuillère à café
103,126,1,livre
103,42,0.5,tasse
103,395,2,clous de girofle
103,5,,sel
103,87,1,tasse
103,107,2,cuillères à soupe
103,269,2,cuillères à soupe
103,396,2,cuillères à soupe
103,355,0.5,cuillerée à soupe
104,397,8,tranches
104,398,0.5,tasse
104,399,8,tranches
104,400,8,tranches
104,401,1,tasse
104,52,2,cuillères à soupe
105,144,,cuisson
105,402,3,tasses
105,403,0.75,tasse
105,296,1,tasse
105,166,0.25,tasse
105,310,1,
105,57,4,grand
105,22,0.25,cuillère à café
105,14,0.125,cuillère à café
106,139,1,livre
106,15,0.5,tasse
106,100,3,clous de girofle
106,205,1,cuillerée à soupe
106,50,0.5,cuillère à café
106,5,,sel
107,93,1,grand
107,269,2,cuillères à soupe
107,386,1.5,cuillères à café
107,129,1,cuillère à café
107,236,0.5,cuillère à café
107,104,0.25,cuillère à café
107,68,0.25,cuillère à café
107,143,,sol
107,404,1,livre
107,405,0.25,tasse
107,406,1,cuillerée à soupe
107,407,2,cuillères à café
107,35,1,cuillerée à soupe
107,405,0.33333334326744,tasse
108,392,1.5,livres
108,408,2,moyen
108,134,0.25,tasse
108,371,1,grand
108,409,0.25,tasse
108,49,0.5,tasse
108,134,0.5,tasse
108,129,3,cuillères à soupe
108,100,3,clous de girofle
108,27,2,cuillères à café
108,410,2,cuillères à café
108,160,1,cuillère à café
108,411,,salade
109,46,1,
109,412,1.5,tasses
109,246,1,
109,277,1,
109,42,0.25,tasse
109,35,0.5,cuillère à café
109,51,1,pincer
109,195,,sel
109,158,1,pincer
109,104,2,tirets
109,35,1,brin
110,240,3.5,livres
110,52,0.5,tasse
110,10,1,tasse
110,3,1,tasse
110,413,3,paquets
110,14,1,pincer
110,231,0.5,tasse
110,105,0.25,tasse
111,47,6,
111,5,,sel
111,134,2,cuillères à soupe
111,414,1,pot
111,46,1,
112,415,1,tasse
112,99,5,cuillères à soupe
112,15,2,tasses
112,416,1,
112,5,,sel
112,47,2,livres
112,19,1.5,cuillères à café
112,18,1.5,cuillères à café
112,42,1,grand
112,154,1,
112,49,0.5,tasse
113,276,8,tranches
113,42,1,petit
113,339,1,vert
113,417,1,
113,418,1,
113,419,1,
113,81,0.5,tasse
113,6,0.5,tasse
113,92,2,vert
114,420,1,tasse
114,15,1.5,tasses
114,421,1,cuillère à café
114,117,0.75,cuillère à café
115,422,2,cuillères à soupe
115,42,1,grand
115,423,1,livre
115,424,1,livre
115,425,0.5,livre
115,422,2,cuillères à soupe
115,107,2,cuillères à soupe
115,129,1,cuillerée à soupe
115,426,0.5,cuillère à café
115,35,2,cuillères à soupe
115,427,,sel
116,314,2,quarts
116,3,2.25,tasses
116,32,1.5,cuillères à café
116,186,0.5,cuillère à café
116,12,0.5,cuillère à café
116,23,0.5,cuillère à café
116,175,0.25,cuillère à café
116,14,0.25,cuillère à café
116,31,0.5,tasse
116,428,0.25,tasse
116,57,2,grand
116,99,2,cuillères à soupe
116,4,0.25,tasse
116,429,1,tasse
116,30,0.5,cuillère à café
117,430,,cuisson
117,431,1,
117,59,1,récipient
117,57,4,grand
117,432,0.5,tasse
117,99,0.5,tasse
117,433,1,
117,434,2,cuillères à soupe
117,12,1,cuillère à café
117,435,1,
117,69,1,cuillerée à soupe
118,436,1,
118,15,0.5,tasse
118,194,4,tasses
118,52,0.25,tasse
118,57,8,géant
118,437,1,récipient
118,438,1,tasse
118,42,0.5,tasse
119,99,1,cuillère à café
119,42,0.5,tasse
119,77,2,
119,52,0.25,tasse
119,266,1,
119,439,1,
119,440,1,
119,441,1,
120,109,0.25,tasse
120,442,0.25,tasse
120,134,0.25,tasse
120,443,1,grand
121,134,0.33333334326744,tasse
121,444,2,
121,136,2,
121,46,9,tasses
121,445,5,petit
121,14,1.5,cuillères à café
121,175,0.25,cuillère à café
121,143,,sol
121,173,2,
121,446,1,
121,309,0.5,tasse
121,35,1,cuillerée à soupe
122,4,2,tasses
122,447,1,tasse
122,57,4,
122,2,6,cuillères à soupe
122,31,0.75,tasse
122,3,0.5,tasse
122,30,1,cuillère à café
122,23,0.25,cuillère à café
123,197,,antiadhésif
123,134,3,cuillères à soupe
123,100,4,clous de girofle
123,207,,kascher
123,392,1,livre
123,348,0.25,tasse
124,244,1,livre
124,448,1.5,tasses
